Timestamp,Area,Acts,Crime,Victim_ID
28-02-2018 19:00,Venkatesapuram,act323,Violence,Victim38
28-02-2018 20:00,Guindy Industrial Estate,act323,Violence,Victim184
28-02-2018 17:00,Shastri Bhavan,act279,Accident,Victim8
28-02-2018 20:30,Icf Colony,act323,Violence,Victim129
28-02-2018 15:50,West Mambalam,act13,Gambling,Victim19
01-03-2018 12:00,Mandaveli,act379,Robbery,Victim49
01-03-2018 14:30,Velacheri,act379,Robbery,Victim183
03-01-2018 16:30,Tondiarpet Bazaar,act379,Robbery,Victim168
01-03-2018 22:30,Mint Building,act379,Robbery,Victim168
01-03-2018 18:35,Madras Medical College,act379,Robbery,Victim159
01-03-2018 16:40,Egmore ND,act379,Robbery,Victim114
01-03-2018 01:45,Puliyanthope,act379,Robbery,Victim199
01-03-2018 12:00,Sowcarpet,act379,Robbery,Victim161
01-03-2018 12:20,Medavakkam Tank Road,act279,Accident,Victim183
01-03-2018 17:20,Perambur,act279,Accident,Victim6
01-03-2018 15:35,Royapettah,act279,Accident,Victim138
01-03-2018 22:35,Thygarayanagar South NDS.O,act279,Accident,Victim136
01-03-2018 16:20,Shastri Nagar,act279,Accident,Victim105
01-03-2018 17:30,Mint Building,act279,Accident,Victim14
01-03-2018 15:25,Pr. Accountant General,act279,Accident,Victim165
01-03-2018 18:25,Madras Medical College,act323,Violence,Victim25
01-03-2018 20:45,Engineering College,act323,Violence,Victim174
01-03-2018 11:45,Guindy North,act323,Violence,Victim126
01-03-2018 19:50,Rv Nagar,act363,Kidnapping,Victim29
01-03-2018 15:30,World University Centre,act363,Kidnapping,Victim180
01-03-2018 16:05,Vivekananda College Madras,act363,Kidnapping,Victim171
01-03-2018 15:15,Perambur North,act13,Gambling,Victim30
01-03-2018 15:20,Thygarayanagar,act13,Gambling,Victim65
01-03-2018 22:20,Madras University,act323,Violence,Victim165
01-03-2018 22:30,Nungambakkam High Road,act379,Robbery,Victim134
01-03-2018 18:25,Flower Bazaar,act323,Violence,Victim42
01-03-2018 08:55,Chepauk,act379,Robbery,Victim81
01-03-2018 14:20,Koyambedu,act379,Robbery,Victim87
01-03-2018 00:55,D G Vaishnav College,act279,Accident,Victim71
01-03-2018 18:35,Kasturibai Nagar,act323,Violence,Victim25
01-03-2018 12:05,Indian Institute Of Technology,act379,Robbery,Victim4
03-03-2018 20:10,G K M Colony,act379,Robbery,Victim16
03-03-2018 20:05,Greams Road,act379,Robbery,Victim6
03-03-2018 19:45,Medavakkam Tank Road,act379,Robbery,Victim116
03-03-2018 15:30,Govt Stanley Hospital,act379,Robbery,Victim69
03-03-2018 16:00,World University Centre,act379,Robbery,Victim187
03-03-2018 13:40,Mandaveli,act279,Accident,Victim104
03-03-2018 17:40,Erukkancheri,act279,Accident,Victim73
03-03-2018 12:50,Tondiarpet,act279,Accident,Victim139
03-03-2018 13:00,Pudupakkam,act279,Accident,Victim71
03-03-2018 23:10,High Court Building,act279,Accident,Victim21
03-03-2018 20:40,Chennai,act279,Accident,Victim103
03-03-2018 04:10,MPT AO,act323,Violence,Victim60
03-03-2018 20:05,Kilpauk,act323,Violence,Victim127
03-03-2018 00:15,Guindy North,act323,Violence,Victim131
03-03-2018 22:50,Pudupakkam,act323,Violence,Victim124
03-03-2018 23:40,Choolaimedu,act363,Kidnapping,Victim12
03-03-2018 14:10,Mint Building,act363,Kidnapping,Victim94
03-03-2018 22:50,Govt Stanley Hospital,act279,Accident,Victim77
03-03-2018 03:15,Hindi Prachar Sabha,act279,Accident,Victim15
03-03-2018 16:10,Erukkancheri,act279,Accident,Victim101
03-03-2018 17:50,Rajaji Bhavan,act279,Accident,Victim90
03-03-2018 21:20,Madras University,act323,Violence,Victim10
03-03-2018 11:20,Virugambakkam,act279,Accident,Victim196
03-03-2018 14:00,Kotturpuram,act323,Violence,Victim78
04-03-2018 09:00,Washermanpet,act323,Violence,Victim175
04-03-2018 19:05,Triplicane South,act279,Accident,Victim58
04-03-2018 14:30,Chennai,act279,Accident,Victim27
04-03-2018 23:05,Royapettah,act323,Violence,Victim23
04-03-2018 22:00,Pr. Accountant General,act323,Violence,Victim55
04-03-2018 18:30,G K M Colony,act323,Violence,Victim85
04-03-2018 22:00,Shastri Bhavan,act323,Violence,Victim105
04-03-2018 13:40,Virugambakkam,act279,Accident,Victim152
04-03-2018 18:00,Vepery,act379,Robbery,Victim58
04-03-2018 13:30,Mint Building,act323,Violence,Victim27
04-03-2018 21:30,Lloyds Estate,act279,Accident,Victim164
04-03-2018 22:00,Kodungaiyur,act323,Violence,Victim178
04-03-2018 08:00,Perambur North,act279,Accident,Victim189
04-03-2018 20:00,Mandaveli,act323,Violence,Victim180
04-03-2018 08:30,Kumaran Nagar,act323,Violence,Victim119
04-03-2018 17:00,Kilpauk,act302,Murder,Victim113
04-03-2018 21:00,Tidel Park,act279,Accident,Victim161
05-03-2018 06:15,Velacheri,act279,Accident,Victim167
05-03-2018 23:00,MPT AO,act323,Violence,Victim58
05-03-2018 07:30,Mandaveli,act279,Accident,Victim9
05-03-2018 19:30,Kalaignar Karunanidhi Nagar,act13,Gambling,Victim23
05-03-2018 20:00,Mint Building,act279,Accident,Victim151
05-03-2018 13:30,Vyasar Nagar Colony,act323,Violence,Victim6
05-03-2018 10:00,MPT AO,act279,Accident,Victim143
05-03-2018 14:00,Perambur Barracks,act279,Accident,Victim34
05-03-2018 23:10,Mylapore,act279,Accident,Victim37
05-03-2018 19:05,Kumaran Nagar,act379,Robbery,Victim9
05-03-2018 19:10,Thygarayanagar North ND,act379,Robbery,Victim12
05-03-2018 03:30,Egmore ND,act323,Violence,Victim194
05-03-2018 18:45,Tondiarpet Bazaar,act379,Robbery,Victim40
05-03-2018 12:10,Nungambakkam High Road,act379,Robbery,Victim98
05-03-2018 14:25,Puliyanthope,act279,Accident,Victim86
05-03-2018 15:40,Rv Nagar,act279,Accident,Victim167
05-03-2018 00:45,Flowers Road,act323,Violence,Victim64
05-03-2018 13:15,Teynampet,act323,Violence,Victim148
05-03-2018 14:00,Kumaran Nagar,act279,Accident,Victim20
05-03-2018 22:20,Medavakkam Tank Road,act279,Accident,Victim22
05-03-2018 19:45,Ethiraj Salai,act379,Robbery,Victim173
05-03-2018 14:55,World University Centre,act379,Robbery,Victim160
05-03-2018 21:40,Madras Electricity System,act279,Accident,Victim90
05-03-2018 22:00,Ramakrishna Nagar,act302,Murder,Victim14
05-03-2018 19:10,Madras Medical College,act279,Accident,Victim103
05-03-2018 21:00,Gopalapuram,act323,Violence,Victim170
05-03-2018 18:15,Washermanpet East,act323,Violence,Victim142
06-03-2018 11:40,Virugambakkam,act323,Violence,Victim60
06-03-2018 17:30,Ripon Buildings,act279,Accident,Victim32
06-03-2018 15:20,Jawahar Nagar,act279,Accident,Victim12
06-03-2018 21:15,Thygarayanagar,act323,Violence,Victim37
06-03-2018 20:45,Loyola College,act363,Kidnapping,Victim130
06-03-2018 13:45,Saligramam,act279,Accident,Victim199
06-03-2018 15:30,Ekkaduthangal,act323,Violence,Victim11
06-03-2018 17:25,Kumaran Nagar,act323,Violence,Victim2
06-03-2018 18:40,Flowers Road,act279,Accident,Victim57
06-03-2018 14:30,Velacheri,act279,Accident,Victim115
06-03-2018 20:30,Kodambakkam,act323,Violence,Victim127
06-03-2018 01:35,Jawahar Nagar,act323,Violence,Victim81
06-03-2018 11:30,D G Vaishnav College,act279,Accident,Victim199
06-03-2018 10:10,Mylapore,act323,Violence,Victim52
07-03-2018 14:50,Vepery,act279,Accident,Victim193
07-03-2018 20:40,Medavakkam Tank Road,act379,Robbery,Victim113
07-03-2018 13:35,Flower Bazaar,act363,Kidnapping,Victim35
07-03-2018 22:55,D G Vaishnav College,act279,Accident,Victim198
7/3/2018 16.42 ,Puliyanthope,act323,Violence,Victim88
7/3/2018 17.28,Fort St George,act323,Violence,Victim68
07-03-2018 18:05,Pr. Accountant General,act379,Robbery,Victim130
07-03-2018 14:00,Besantnagar,act379,Robbery,Victim170
07-03-2018 16:00,Teynampet West,act279,Accident,Victim73
07-03-2018 18:00,Chintadripet,act323,Violence,Victim196
07-03-2018 00:35,Mambalam.,act323,Violence,Victim12
07-03-2018 20:20,Vyasar Nagar Colony,act279,Accident,Victim109
07-03-2018 13:00,Vadapalani,act323,Violence,Victim136
07-03-2018 16:15,Kalaignar Karunanidhi Nagar,act323,Violence,Victim198
07-03-2018 17:00,Teynampet West,act323,Violence,Victim162
07-03-2018 19:05,Pudupakkam,act279,Accident,Victim196
07-03-2018 12:50,Vyasar Nagar Colony,act379,Robbery,Victim181
07-03-2018 21:05,Gopalapuram,act323,Violence,Victim96
07-03-2018 12:20,Greams Road,act279,Accident,Victim39
07-03-2018 20:20,Vyasar Nagar Colony,act379,Robbery,Victim143
07-03-2018 20:40,TTTI Taramani,act279,Accident,Victim108
07-03-2018 19:55,Hindi Prachar Sabha,act363,Kidnapping,Victim17
07-03-2018 21:20,Perambur,act323,Violence,Victim109
07-03-2018 03:50,Virugambakkam,act323,Violence,Victim192
07-03-2018 21:10,Perambur North,act323,Violence,Victim5
07-03-2018 12:10,Kilpauk,act279,Accident,Victim112
07-03-2018 10:35,Nungambakkam High Road,act279,Accident,Victim24
07-03-2018 23:45,Govt Stanley Hospital,act279,Accident,Victim75
28-02-2018 21:00,Tiruvallikkeni,act379,Robbery,Victim73
28-02-2018 21:15,Virugambakkam,act379,Robbery,Victim27
28-02-2018 10:15,Pudupakkam,act279,Accident,Victim100
28-02-2018 10:15,D G Vaishnav College,act279,Accident,Victim200
28-02-2018 10:30,Chintadripet,act279,Accident,Victim62
28-02-2018 14:15,Kilpauk Medical College,act323,Violence,Victim121
28-02-2018 08:00,Park Town,act363,Kidnapping,Victim42
28-02-2018 03:30,Flower Bazaar,act323,Violence,Victim16
28-02-2018 01:30,Ekkaduthangal,act379,Robbery,Victim162
28-02-2018 19:00,Chepauk,act323,Violence,Victim85
28-02-2018 14:10,Koyambedu Wholesale Market Com,act323,Violence,Victim76
28-02-2018 14:25,Nungambakkam High Road,act323,Violence,Victim148
28-02-2018 22:00,Thygarayanagar,act13,Gambling,Victim118
28-02-2018 22:00,Rayapuram,act323,Violence,Victim199
28-02-2018 22:10,D G Vaishnav College,act323,Violence,Victim62
28-02-2018 12:00,Medavakkam Tank Road,act379,Robbery,Victim118
28-02-2018 13:30,Indian Institute Of Technology,act363,Kidnapping,Victim143
28-02-2018 03:00,Thygarayanagar South NDS.O,act323,Violence,Victim133
28-02-2018 23:50,Shenoy Nagar,act323,Violence,Victim8
28-02-2018 19:00,Thygarayanagar South NDS.O,act379,Robbery,Victim44
28-02-2018 11:55,Icf Colony,act279,Accident,Victim54
28-02-2018 11:00,Guindy Industrial Estate,act323,Violence,Victim94
28-02-2018 18:00,Kumaran Nagar,act279,Accident,Victim57
28-02-2018 01:00,Virugambakkam,act323,Violence,Victim80
28-02-2018 00:00,Jawahar Nagar,act379,Robbery,Victim26
28-02-2018 22:10,Koyambedu,act279,Accident,Victim130
28-02-2018 22:30,Raja Annamalaipuram,act13,Gambling,Victim23
28-02-2018 08:40,Madras University,act279,Accident,Victim44
28-02-2018 15:40,Egmore,act323,Violence,Victim29
28-02-2018 15:50,Tondiarpet Bazaar,act323,Violence,Victim9
28-02-2018 00:00,Vadapalani,act379,Robbery,Victim65
28-02-2018 15:00,Kilpauk Medical College,act323,Violence,Victim48
28-02-2018 15:30,Vepery,act323,Violence,Victim193
28-02-2018 19:05,Koyambedu Wholesale Market Com,act323,Violence,Victim176
28-02-2018 19:25,Mylapore,act323,Violence,Victim151
28-02-2018 19:50,Medavakkam Tank Road,act323,Violence,Victim88
28-02-2018 19:20,Mannady,act323,Violence,Victim155
28-02-2018 13:00,Chennai,act323,Violence,Victim93
28-02-2018 16:00,Mylapore,act323,Violence,Victim185
28-02-2018 21:45,Velacheri,act323,Violence,Victim34
28-02-2018 23:00,Pr. Accountant General,act323,Violence,Victim141
28-02-2018 19:30,Tondiarpet West,act279,Accident,Victim192
28-02-2018 17:00,Kumaran Nagar,act13,Gambling,Victim55
28-02-2018 19:45,Velacheri,act13,Gambling,Victim46
28-02-2018 19:00,Chintadripet,act323,Violence,Victim188
28-02-2018 20:00,Erukkancheri,act323,Violence,Victim170
28-02-2018 17:00,Chennai,act279,Accident,Victim175
28-02-2018 20:30,Valmiki Nagar,act323,Violence,Victim138
28-02-2018 15:50,Kilpauk Medical College,act13,Gambling,Victim188
01-03-2018 12:00,Perambur,act379,Robbery,Victim125
01-03-2018 14:30,Pudupakkam,act379,Robbery,Victim164
03-01-2018 16:30,Ramakrishna Nagar,act379,Robbery,Victim13
01-03-2018 22:30,Valmiki Nagar,act379,Robbery,Victim78
01-03-2018 18:35,Madras Electricity System,act379,Robbery,Victim30
01-03-2018 16:40,Madras Medical College,act379,Robbery,Victim62
01-03-2018 01:45,Saligramam,act379,Robbery,Victim93
01-03-2018 12:00,Perambur,act379,Robbery,Victim165
01-03-2018 12:20,Ripon Buildings,act279,Accident,Victim28
01-03-2018 17:20,TTTI Taramani,act279,Accident,Victim105
01-03-2018 15:35,Tiruvallikkeni,act279,Accident,Victim164
01-03-2018 22:35,Tiruvallikkeni,act279,Accident,Victim98
01-03-2018 16:20,Velacheri,act279,Accident,Victim131
01-03-2018 17:30,Tondiarpet Bazaar,act279,Accident,Victim179
01-03-2018 15:25,Govt Stanley Hospital,act279,Accident,Victim111
01-03-2018 18:25,Saidapet,act323,Violence,Victim76
01-03-2018 20:45,Madras University,act323,Violence,Victim71
01-03-2018 11:45,Jafferkhanpet,act323,Violence,Victim147
01-03-2018 19:50,Chennai,act363,Kidnapping,Victim6
01-03-2018 15:30,Nungambakkam,act363,Kidnapping,Victim187
01-03-2018 16:05,Egmore ND,act363,Kidnapping,Victim139
01-03-2018 15:15,Jawahar Nagar,act13,Gambling,Victim13
01-03-2018 15:20,Besantnagar,act13,Gambling,Victim113
01-03-2018 22:20,Hindi Prachar Sabha,act323,Violence,Victim88
01-03-2018 22:30,Vyasarpadi,act379,Robbery,Victim158
01-03-2018 18:25,Tiruvanmiyur,act323,Violence,Victim125
01-03-2018 08:55,Egmore,act379,Robbery,Victim144
01-03-2018 14:20,TTTI Taramani,act379,Robbery,Victim20
01-03-2018 00:55,Edapalayam,act279,Accident,Victim153
01-03-2018 18:35,TTTI Taramani,act323,Violence,Victim175
01-03-2018 12:05,Choolaimedu,act379,Robbery,Victim23
03-03-2018 20:10,Loyola College,act379,Robbery,Victim152
03-03-2018 20:05,Shastri Bhavan,act379,Robbery,Victim42
03-03-2018 19:45,Guindy North,act379,Robbery,Victim72
03-03-2018 15:30,Tiruvanmiyur,act379,Robbery,Victim98
03-03-2018 16:00,Thygarayanagar,act379,Robbery,Victim63
03-03-2018 13:40,Vivekananda College Madras,act279,Accident,Victim28
03-03-2018 17:40,Kodungaiyur,act279,Accident,Victim31
03-03-2018 12:50,Edapalayam,act279,Accident,Victim181
03-03-2018 13:00,Nungambakkam,act279,Accident,Victim93
03-03-2018 23:10,Ramakrishna Nagar,act279,Accident,Victim11
03-03-2018 20:40,Chennai,act279,Accident,Victim68
03-03-2018 04:10,Kotturpuram,act323,Violence,Victim26
03-03-2018 20:05,TTTI Taramani,act323,Violence,Victim43
03-03-2018 00:15,Pr. Accountant General,act323,Violence,Victim85
03-03-2018 22:50,Mannady,act323,Violence,Victim2
03-03-2018 23:40,Vyasar Nagar Colony,act363,Kidnapping,Victim28
03-03-2018 14:10,TTTI Taramani,act363,Kidnapping,Victim146
03-03-2018 22:50,Perambur North,act279,Accident,Victim127
03-03-2018 03:15,Chetput,act279,Accident,Victim52
03-03-2018 16:10,MPT AO,act279,Accident,Victim62
03-03-2018 17:50,D G Vaishnav College,act279,Accident,Victim7
03-03-2018 21:20,Rajaji Bhavan,act323,Violence,Victim110
03-03-2018 11:20,Rajbhavan,act279,Accident,Victim194
03-03-2018 14:00,Madras University,act323,Violence,Victim197
04-03-2018 09:00,D G Vaishnav College,act323,Violence,Victim12
04-03-2018 19:05,Flower Bazaar,act279,Accident,Victim132
04-03-2018 14:30,Egmore,act279,Accident,Victim52
04-03-2018 23:05,Chennai,act323,Violence,Victim70
04-03-2018 22:00,West Mambalam,act323,Violence,Victim47
04-03-2018 18:30,Thygarayanagar,act323,Violence,Victim184
04-03-2018 22:00,Washermanpet East,act323,Violence,Victim107
04-03-2018 13:40,Washermanpet,act279,Accident,Victim130
04-03-2018 18:00,Triplicane South,act379,Robbery,Victim137
04-03-2018 13:30,Vadapalani,act323,Violence,Victim127
04-03-2018 21:30,Jafferkhanpet,act279,Accident,Victim101
04-03-2018 22:00,Valmiki Nagar,act323,Violence,Victim96
04-03-2018 08:00,Madras Electricity System,act279,Accident,Victim15
04-03-2018 20:00,Thygarayanagar,act323,Violence,Victim2
04-03-2018 08:30,Guindy Industrial Estate,act323,Violence,Victim126
04-03-2018 17:00,Engineering College,act302,Murder,Victim11
04-03-2018 21:00,Madras Medical College,act279,Accident,Victim18
05-03-2018 06:15,Mint Building,act279,Accident,Victim22
05-03-2018 23:00,Govt Stanley Hospital,act323,Violence,Victim142
05-03-2018 07:30,Kotturpuram,act279,Accident,Victim152
05-03-2018 19:30,Royapettah,act13,Gambling,Victim79
05-03-2018 20:00,Rayapuram,act279,Accident,Victim25
05-03-2018 13:30,Kodungaiyur,act323,Violence,Victim188
05-03-2018 10:00,Egmore ND,act279,Accident,Victim67
05-03-2018 14:00,Choolaimedu,act279,Accident,Victim129
05-03-2018 23:10,Flowers Road,act279,Accident,Victim109
05-03-2018 19:05,Shastri Bhavan,act379,Robbery,Victim117
05-03-2018 19:10,Hindi Prachar Sabha,act379,Robbery,Victim147
05-03-2018 03:30,Thygarayanagar South NDS.O,act323,Violence,Victim147
05-03-2018 18:45,Ekkaduthangal,act379,Robbery,Victim169
05-03-2018 12:10,Nungambakkam High Road,act379,Robbery,Victim152
05-03-2018 14:25,Sembiam,act279,Accident,Victim183
05-03-2018 15:40,Kotturpuram,act279,Accident,Victim165
05-03-2018 00:45,Kumaran Nagar,act323,Violence,Victim6
05-03-2018 13:15,Kodambakkam,act323,Violence,Victim184
05-03-2018 14:00,Chennai,act279,Accident,Victim117
05-03-2018 22:20,Nandanam,act279,Accident,Victim74
05-03-2018 19:45,Flower Bazaar,act379,Robbery,Victim18
05-03-2018 14:55,Flower Bazaar,act379,Robbery,Victim74
05-03-2018 21:40,Besantnagar,act279,Accident,Victim57
05-03-2018 22:00,World University Centre,act302,Murder,Victim180
05-03-2018 19:10,Ramakrishna Nagar,act279,Accident,Victim55
05-03-2018 21:00,Govt Stanley Hospital,act323,Violence,Victim184
05-03-2018 18:15,Madras University,act323,Violence,Victim91
06-03-2018 11:40,Tondiarpet,act323,Violence,Victim153
06-03-2018 17:30,Perambur Barracks,act279,Accident,Victim158
06-03-2018 15:20,World University Centre,act279,Accident,Victim12
06-03-2018 21:15,Madras Electricity System,act323,Violence,Victim22
06-03-2018 20:45,Hindi Prachar Sabha,act363,Kidnapping,Victim62
06-03-2018 13:45,Rv Nagar,act279,Accident,Victim185
06-03-2018 15:30,Tondiarpet Bazaar,act323,Violence,Victim37
06-03-2018 17:25,Koyambedu,act323,Violence,Victim49
06-03-2018 18:40,Pudupakkam,act279,Accident,Victim89
06-03-2018 14:30,Raja Annamalaipuram,act279,Accident,Victim148
06-03-2018 20:30,Mylapore,act323,Violence,Victim72
06-03-2018 01:35,Icf Colony,act323,Violence,Victim57
06-03-2018 11:30,Shastri Nagar,act279,Accident,Victim174
06-03-2018 10:10,Puliyanthope,act323,Violence,Victim187
07-03-2018 14:50,Pudupakkam,act279,Accident,Victim118
07-03-2018 20:40,Puliyanthope,act379,Robbery,Victim86
07-03-2018 13:35,Vyasar Nagar Colony,act363,Kidnapping,Victim168
07-03-2018 22:55,Kilpauk Medical College,act279,Accident,Victim108
7/3/2018 16.42 ,Flowers Road,act323,Violence,Victim115
7/3/2018 17.28,Nungambakkam High Road,act323,Violence,Victim14
07-03-2018 18:05,Kasturibai Nagar,act379,Robbery,Victim44
07-03-2018 14:00,Thygarayanagar,act379,Robbery,Victim132
07-03-2018 16:00,Koyambedu,act279,Accident,Victim71
07-03-2018 18:00,Teynampet,act323,Violence,Victim100
07-03-2018 00:35,Indian Institute Of Technology,act323,Violence,Victim191
07-03-2018 20:20,Perambur,act279,Accident,Victim29
07-03-2018 13:00,Rajbhavan,act323,Violence,Victim159
07-03-2018 16:15,Teynampet,act323,Violence,Victim173
07-03-2018 17:00,Shenoy Nagar,act323,Violence,Victim111
07-03-2018 19:05,Kilpauk,act279,Accident,Victim118
07-03-2018 12:50,Thygarayanagar North ND,act379,Robbery,Victim132
07-03-2018 21:05,G K M Colony,act323,Violence,Victim20
07-03-2018 12:20,Rayapuram,act279,Accident,Victim48
07-03-2018 20:20,Rajbhavan,act379,Robbery,Victim29
07-03-2018 20:40,Tiruvanmiyur,act279,Accident,Victim90
07-03-2018 19:55,Indian Institute Of Technology,act363,Kidnapping,Victim105
07-03-2018 21:20,Guindy North,act323,Violence,Victim11
07-03-2018 03:50,Venkatesapuram,act323,Violence,Victim144
07-03-2018 21:10,Saligramam,act323,Violence,Victim123
07-03-2018 12:10,Besantnagar,act279,Accident,Victim29
07-03-2018 10:35,Govt Stanley Hospital,act279,Accident,Victim124
07-03-2018 23:45,Kotturpuram,act279,Accident,Victim64
28-02-2018 21:00,Madras Electricity System,act379,Robbery,Victim141
28-02-2018 21:15,Rv Nagar,act379,Robbery,Victim170
28-02-2018 10:15,Perambur North,act279,Accident,Victim145
28-02-2018 10:15,Egmore ND,act279,Accident,Victim121
28-02-2018 10:30,Mambalam.,act279,Accident,Victim61
28-02-2018 14:15,Royapettah,act323,Violence,Victim96
28-02-2018 08:00,Tiruvanmiyur,act363,Kidnapping,Victim196
28-02-2018 03:30,Govt Stanley Hospital,act323,Violence,Victim155
28-02-2018 01:30,Kodungaiyur,act379,Robbery,Victim137
28-02-2018 19:00,Flower Bazaar,act323,Violence,Victim47
28-02-2018 14:10,Tidel Park,act323,Violence,Victim79
28-02-2018 14:25,Thygarayanagar South NDS.O,act323,Violence,Victim7
28-02-2018 22:00,Kilpauk Medical College,act13,Gambling,Victim118
28-02-2018 22:00,Govt Stanley Hospital,act323,Violence,Victim53
28-02-2018 22:10,Icf Colony,act323,Violence,Victim102
28-02-2018 12:00,Mannady,act379,Robbery,Victim169
28-02-2018 13:30,Chetput,act363,Kidnapping,Victim127
28-02-2018 03:00,Kotturpuram,act323,Violence,Victim4
28-02-2018 23:50,Velacheri,act323,Violence,Victim198
28-02-2018 19:00,Madras University,act379,Robbery,Victim126
28-02-2018 11:55,Gopalapuram,act279,Accident,Victim125
28-02-2018 11:00,Thygarayanagar,act323,Violence,Victim146
28-02-2018 18:00,Pudupakkam,act279,Accident,Victim75
28-02-2018 01:00,Teynampet,act323,Violence,Victim73
28-02-2018 00:00,Rajbhavan,act379,Robbery,Victim57
28-02-2018 22:10,Nungambakkam,act279,Accident,Victim102
28-02-2018 22:30,Engineering College,act13,Gambling,Victim184
28-02-2018 08:40,Kasturibai Nagar,act279,Accident,Victim186
28-02-2018 15:40,Puliyanthope,act323,Violence,Victim23
28-02-2018 15:50,Tondiarpet,act323,Violence,Victim9
28-02-2018 00:00,World University Centre,act379,Robbery,Victim177
28-02-2018 15:00,Mint Building,act323,Violence,Victim132
28-02-2018 15:30,Shastri Nagar,act323,Violence,Victim109
28-02-2018 19:05,Tondiarpet Bazaar,act323,Violence,Victim97
28-02-2018 19:25,Sembiam,act323,Violence,Victim54
28-02-2018 19:50,Kasturibai Nagar,act323,Violence,Victim195
28-02-2018 19:20,Flowers Road,act323,Violence,Victim19
28-02-2018 13:00,Ekkaduthangal,act323,Violence,Victim64
28-02-2018 16:00,Virugambakkam,act323,Violence,Victim112
28-02-2018 21:45,Ripon Buildings,act323,Violence,Victim195
28-02-2018 23:00,Mambalam.,act323,Violence,Victim48
28-02-2018 19:30,Velacheri,act279,Accident,Victim79
28-02-2018 17:00,Icf Colony,act13,Gambling,Victim175
28-02-2018 19:45,Guindy Industrial Estate,act13,Gambling,Victim117
28-02-2018 19:00,Kodungaiyur,act323,Violence,Victim160
28-02-2018 20:00,Jawahar Nagar,act323,Violence,Victim110
28-02-2018 17:00,Shastri Bhavan,act279,Accident,Victim143
28-02-2018 20:30,Flowers Road,act323,Violence,Victim48
28-02-2018 15:50,Nungambakkam High Road,act13,Gambling,Victim11
01-03-2018 12:00,Tondiarpet,act379,Robbery,Victim67
01-03-2018 14:30,Loyola College,act379,Robbery,Victim162
03-01-2018 16:30,Shastri Nagar,act379,Robbery,Victim168
01-03-2018 22:30,Chennai,act379,Robbery,Victim136
01-03-2018 18:35,Mint Building,act379,Robbery,Victim91
01-03-2018 16:40,Vivekananda College Madras,act379,Robbery,Victim64
01-03-2018 01:45,Washermanpet East,act379,Robbery,Victim93
